Type_Chamber,Type_Bill,Type_Number,Congress,Date,Title,Chamber,Sponsor,Party,State,District,Date_Intro,Cosponsors,Committees,Date_Last,Last_Action
S,B,2782,109,2005,National Institute of Food and Agriculture Act of 2006,Senate," Talent, Jim ",R,MO,0,5/10/06,3,"Senate - Agriculture, Nutrition, and Forestry",5/10/06,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B,1828,109,2005,Influenza Vaccine Security Act of 2005,Senate," Clinton, Hillary Rodham ",D,NY,0,10/6/05,2,"Senate - Health, Education, Labor, and Pensions",10/6/05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,950,109,2005,END Act of 2005,Senate," Brownback, Sam ",R,KS,0,4/28/05,3,Senate - Foreign Relations,4/28/05,Read twice and referred to the Committee on Foreign Relations.
S,B,3658,109,2005,Customs and Trade Facilitation Reauthorization Act of 2006,Senate," Grassley, Chuck ",R,IA,0,7/13/06,5,Senate - Finance,7/13/06,Read twice and referred to the Committee on Finance.
S,B,3525,109,2005,Child and Family Services Improvement Act of 2006,Senate," Grassley, Chuck ",R,IA,0,6/15/06,0,House - Ways and Means | Senate - Finance,9/28/06,Became Public Law No: 109-288.
S,B,2767,109,2005,Department of Defense Authorization Act for Fiscal Year 2007,Senate," Warner, John ",R,VA,0,5/9/06,0,Senate - Armed Services,6/29/06,Message on Senate action sent to the House.
S,B,2766,109,2005,John Warner National Defense Authorization Act for Fiscal Year 2007,Senate," Warner, John ",R,VA,0,5/9/06,0,Senate - Armed Services,7/25/06,"Senate Committee on Armed Services. Hearings held prior to introduction and/or referral. Hearings printed: S.Hrg. 109-827, pt. 4 (hearings held 3/1, 3/28, 7/25 and concluded)."
S,B,3928,109,2005,"A bill to provide for the Office of Domestic Preparedness of the Department of Homeland Security to provide grants to local governments for public awareness education relating to preparedness for natural disasters, terrorist attacks, and influenza pandemic.",Senate," Boxer, Barbara ",D,CA,0,9/21/06,0,Senate - Homeland Security and Governmental Affairs,9/21/06,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
S,B,969,109,2005,Attacking Viral Influenza Across Nations Act of 2005,Senate," Obama, Barack ",D,IL,0,4/28/05,9,"Senate - Health, Education, Labor, and Pensions",10/18/05,Sponsor introductory remarks on measure.
S,B,1821,109,2005,Pandemic Preparedness and Response Act,Senate," Reid, Harry ",D,NV,0,10/5/05,15,"Senate - Health, Education, Labor, and Pensions",12/17/05,Sponsor introductory remarks on measure.
S,B,1042,109,2005,National Defense Authorization Act for Fiscal Year 2006,Senate," Warner, John ",R,VA,0,5/17/05,0,Senate - Armed Services,12/6/05,Held at the desk.
S,B,1143,108,2003,Hepatitis C Epidemic Control and Prevention Act,Senate," Hutchison, Kay Bailey ",R,TX,0,5/23/03,27,"Senate - Health, Education, Labor, and Pensions",5/23/03,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced:  CR S7142-7144)"
S,B,2038,108,2003,Flu Protection Act of 2004,Senate," Bayh, Evan ",D,IN,0,1/28/04,12,Senate - Finance,1/28/04,Read twice and referred to the Committee on Finance.
S,B,1910,108,2003,A bill to direct the Secretary of Agriculture to carry out an inventory and management program for forests derived from public domain land.,Senate," Wyden, Ron ",D,OR,0,11/20/03,0,Senate - Energy and Natural Resources,4/26/04,Placed on Senate Legislative Calendar under General Orders. Calendar No. 477.
S,B,2944,108,2003,A bill to provide that no funds may be expended by the United States Trade Representative to negotiate data exclusivity provisions for certain pharmaceutical products.,Senate," Wyden, Ron ",D,OR,0,10/8/04,0,Senate - Finance,10/8/04,Read twice and referred to the Committee on Finance.
S,B,2575,108,2003,Sudden Oak Death Syndrome Control Act of 2004,Senate," Boxer, Barbara ",D,CA,0,6/24/04,2,"Senate - Agriculture, Nutrition, and Forestry",12/8/04,Passed Senate without amendment by Unanimous Consent.
S,B,2529,108,2003,AGOA Acceleration Act of 2004,Senate," Grassley, Chuck ",R,IA,0,6/16/04,19,Senate - Finance,6/16/04,Read twice and referred to the Committee on Finance.
S,B,2953,108,2003,Coordinated Environmental Health Network Act of 2004,Senate," Clinton, Hillary Rodham ",D,NY,0,10/8/04,2,"Senate - Health, Education, Labor, and Pensions",10/8/04,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1666,108,2003,Diabetes Prevention and Treatment Act,Senate," Cochran, Thad ",R,MS,0,9/26/03,16,"Senate - Health, Education, Labor, and Pensions",9/26/03,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1449,108,2003,America's Healthy Forest Restoration and Research Act,Senate," Crapo, Mike ",R,ID,0,7/23/03,1,"Senate - Agriculture, Nutrition, and Forestry",7/23/03,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B,1435,108,2003,Prison Rape Elimination Act of 2003,Senate," Sessions, Jeff ",R,AL,0,7/21/03,4,,9/4/03,Became Public Law No: 108-79.
S,B,2336,108,2003,Putting Prevention First Act,Senate," Reid, Harry ",D,NV,0,4/22/04,11,"Senate - Health, Education, Labor, and Pensions",4/22/04,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S4311-4315)"
S,B,2054,107,2001,Nationwide Health Tracking Act of 2002,Senate," Clinton, Hillary Rodham ",D,NY,0,3/21/02,2,"Senate - Health, Education, Labor, and Pensions",3/21/02,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1120,107,2001,Global AIDS Research and Relief Act of 2001,Senate," Boxer, Barbara ",D,CA,0,6/28/01,1,Senate - Foreign Relations,6/28/01,Read twice and referred to the Committee on Foreign Relations.
S,B,997,107,2001,Sudden Oak Death Syndrome Control Act of 2002,Senate," Boxer, Barbara ",D,CA,0,6/7/01,0,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",7/15/02,Referred to the Subcommittee on Livestock and Horticulture.
S,B,2115,107,2001,A bill to amend the Public Health Act to create a Center for Bioterrorism Preparedness within the Centers for Disease Control and Prevention.,Senate," Cleland, Max ",D,GA,0,4/11/02,0,"Senate - Health, Education, Labor, and Pensions",4/11/02,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S2586-2587)"
S,B,2249,107,2001,Promoting Healthy Eating Behaviors in Youth Act,Senate," Clinton, Hillary Rodham ",D,NY,0,4/24/02,4,"Senate - Health, Education, Labor, and Pensions",4/24/02,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2045,107,2001,International Tuberculosis Control Act of 2002,Senate," Boxer, Barbara ",D,CA,0,3/21/02,2,Senate - Foreign Relations,3/21/02,Read twice and referred to the Committee on Foreign Relations.
S,B,1520,107,2001,State Bioterrorism Preparedness Act,Senate," Bayh, Evan ",D,IN,0,10/9/01,12,"Senate - Health, Education, Labor, and Pensions",10/9/01,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,437,107,2001,Safe and Drug-Free Schools and Communities Reauthorization Act,Senate," DeWine, Mike ",R,OH,0,3/1/01,3,"Senate - Health, Education, Labor, and Pensions",3/1/01,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,89,107,2001,Drug-Free America Act of 2001,Senate," Grassley, Chuck ",R,IA,0,1/22/01,0,Senate - Judiciary,1/22/01,Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S347-355)
S,B,2328,107,2001,Women's Health Act of 2002,Senate," Harkin, Tom ",D,IA,0,4/25/02,27,"Senate - Health, Education, Labor, and Pensions",9/17/02,Placed on Senate Legislative Calendar under General Orders. Calendar No. 602.
S,B,2026,106,1999,Global AIDS Prevention Act of 2000,Senate," Boxer, Barbara ",D,CA,0,2/2/00,6,Senate - Foreign Relations,2/24/00,Committee on Foreign Relations Subcommittee on African Affairs. Hearings held.
S,B,2845,106,1999,Global AIDS and Tuberculosis Relief Act of 2000,Senate," Helms, Jesse ",R,NC,0,7/11/00,0,Senate - Foreign Relations,7/11/00,Placed on Senate Legislative Calendar under General Orders. Calendar No. 671.
S,B,2943,106,1999,Assistance for International Malaria Control Act,Senate," Helms, Jesse ",R,NC,0,7/27/00,0,House - International Relations | Senate - Foreign Relations,12/27/00,Became Public Law No: 106-570.
S,B,155,106,1999,Violent Crime Control Act of 1999,Senate," Moynihan, Daniel Patrick ",D,NY,0,1/19/99,0,Senate - Finance,1/19/99,Read twice and referred to the Committee on Finance.
S,B,2032,106,1999,Mother-to-Child HIV Prevention Act of 2000,Senate," Moynihan, Daniel Patrick ",D,NY,0,2/3/00,3,Senate - Foreign Relations,2/3/00,Read twice and referred to the Committee on Foreign Relations.
S,B,1497,106,1999,International Tuberculosis Control Act of 1999,Senate," Boxer, Barbara ",D,CA,0,8/4/99,2,Senate - Foreign Relations,8/4/99,Read twice and referred to the Committee on Foreign Relations.
S,B,562,106,1999,Comprehensive Methamphetamine Abuse Reduction Act,Senate," Harkin, Tom ",D,IA,0,3/8/99,10,Senate - Judiciary,3/8/99,Read twice and referred to the Committee on Judiciary.
S,B,2382,106,1999,"Technical Assistance, Trade Promotion, and Anti-Corruption Act of 2000 ",Senate," Helms, Jesse ",R,NC,0,4/7/00,0,"Senate - Banking, Housing, and Urban Affairs, Foreign Relations",4/11/00,"Referred to the Committee on Banking, Housing, and Urban Affairs."
S,B,1390,106,1999,Drug-Free Families Act of 1999,Senate," Grassley, Chuck ",R,IA,0,7/19/99,3,Senate - Judiciary,7/19/99,Read twice and referred to the Committee on Judiciary.
S,B,1823,106,1999,Safe and Drug-Free Schools and Communities Reauthorization Act,Senate," DeWine, Mike ",R,OH,0,10/28/99,7,"Senate - Health, Education, Labor, and Pensions",10/28/99,Read twice and referred to the Committee on HELP.
S,B,5,106,1999,Drug-Free Century Act,Senate," DeWine, Mike ",R,OH,0,1/19/99,15,Senate - Judiciary,2/12/99,Star Print ordered on the text of the bill.
S,B,1786,105,1997,A bill to provide for the conduct of a study and report concerning the ability of the Centers for Disease Control and Prevention to address the growing threat of viral epidemics and biological and chemical terrorism.,Senate," Faircloth, Lauch ",R,NC,0,3/17/98,0,Senate - Labor and Human Resources,3/17/98,Read twice and referred to the Committee on Labor and Human Resources.
S,B,135,105,1997,Violent Crime Control Act of 1997,Senate," Moynihan, Daniel Patrick ",D,NY,0,1/21/97,0,Senate - Finance,1/21/97,Read twice and referred to the Committee on Finance.
S,B,503,105,1997,HIV Prevention Act of 1997,Senate," Nickles, Don ",R,OK,0,3/20/97,5,Senate - Labor and Human Resources,3/20/97,Read twice and referred to the Committee on Labor and Human Resources.
S,B,1797,105,1997,Reduction in Tobacco Use and Regulation of Tobacco Products in Indian Country Act of 1998,Senate," Campbell, Ben Nighthorse ",R,CO,0,3/19/98,0,Senate - Indian Affairs,4/1/98,Committee on Indian Affairs. Ordered to be reported with amendments favorably.
S,B,1930,105,1997,Royalty Enhancement Act of 1998,Senate," Nickles, Don ",R,OK,0,4/2/98,9,Senate - Energy and Natural Resources,4/2/98,Read twice and referred to the Committee on Energy and Natural Resources.
S,B,2558,105,1997,Battered Women's Economic Security Act,Senate," Murray, Patty ",D,WA,0,10/6/98,1,Senate - Judiciary,10/6/98,Read twice and referred to the Committee on Judiciary.
S,B,903,105,1997,Foreign Affairs Reform and Restructuring Act of 1997,Senate," Helms, Jesse ",R,NC,0,6/13/97,0,Senate - Foreign Relations,6/17/97,Returned to the Calendar. Calendar No. 83. (consideration: CR S5889)
S,B,120,104,1995,Violent Crime Control Act of 1995,Senate," Moynihan, Daniel Patrick ",D,NY,0,1/4/95,0,Senate - Finance,1/10/95,Sponsor introductory remarks on measure. (CR S730)
S,B,1590,104,1995,Public Participation in Timber Salvage Act of 1996,Senate," Murray, Patty ",D,WA,0,3/5/96,4,Senate - Energy and Natural Resources,3/6/96,Referred to Subcommittee on Forests and Public Lands.
S,B,641,104,1995,Ryan White CARE Act Amendments of 1996,Senate," Kassebaum, Nancy Landon ",R,KS,0,3/28/95,65,Senate - Labor and Human Resources,5/20/96,Became Public Law No: 104-146.
S,B,107,103,1993,"A bill to mandate a study of the effectiveness of a National Drug Strategy and to provide for an accounting of funds devoted to its implementation, and for other purposes.",Senate," Moynihan, Daniel Patrick ",D,NY,0,1/21/93,0,Senate - Labor and Human Resources,1/21/93,Read twice and referred to the Committee on Labor and Human Resources.
S,B,32,103,1993,Violent Crime Control Act of 1993,Senate," Moynihan, Daniel Patrick ",D,NY,0,1/21/93,2,Senate - Finance,1/21/93,Read twice and referred to the Committee on Finance.
S,B,1599,103,1993,Missing and Exploited Children Task Force Act of 1993,Senate," DeConcini, Dennis ",D,AZ,0,10/28/93,4,Senate - Judiciary,10/28/93,Read twice and referred to the Committee on Judiciary.
S,B,1446,103,1993,"A bill to help schools achieve the sixth goal of the National Education Goals, which provides that by the year 2000, every school in America will be free of drugs and violence and will offer a disciplined environment conducive to learning, by supporting school and communitywide efforts to make schools and neighborhoods safe and drug free.",Senate," Wofford, Harris ",D,PA,0,9/9/93,0,Senate - Labor and Human Resources,8/2/94,Sponsor introductory remarks on measure. (CR S10385)
S,B,540,103,1993,Bankruptcy Amendments Act of 1994,Senate," Heflin, Howell ",D,AL,0,3/10/93,31,House - Judiciary | Senate - Judiciary,5/5/94,Referred to the Subcommittee on Economic and Commercial Law.
S,B,1134,103,1993,Omnibus Budget Reconciliation Act of 1993,Senate," Sasser, Jim ",D,TN,0,6/22/93,0,Senate - Budget,6/25/93,Returned to the Calendar. Calendar No. 98. (consideration: 6/24/1993 CR S8077)
S,B,30,102,1991,A bill to mandate a study of the effectiveness of the National Drug Strategy and to provide for an accounting of funds devoted to its implementation.,Senate," Moynihan, Daniel Patrick ",D,NY,0,1/14/91,0,Senate - Labor and Human Resources,1/14/91,Read twice and referred to the Committee on Labor and Human Resources.
S,B,3373,102,1991,"Bullet Death, Injury, and Family Dissolution Control Act",Senate," Moynihan, Daniel Patrick ",D,NY,0,10/8/92,0,Senate - Finance,10/23/92,Subcommittee on Social Security and Family Policy. Hearings held. Hearings printed: S.Hrg. 102-1061.
S,B,1303,102,1991,Outlaw Gang Control Act of 1991,Senate," DeConcini, Dennis ",D,AZ,0,6/17/91,5,Senate - Judiciary,6/17/91,Read twice and referred to the Committee on Judiciary.
S,B,339,102,1991,Outlaw Street and Motorcycle Gang Control Act of 1991,Senate," DeConcini, Dennis ",D,AZ,0,1/31/91,6,Senate - Judiciary,1/31/91,Read twice and referred to the Committee on Judiciary.
S,B,1435,102,1991,International Security and Economic Cooperation Act of 1991,Senate," Pell, Claiborne ",D,RI,0,7/2/91,0,Senate - Foreign Relations,7/26/91,Indefinitely postponed by Senate by Unanimous Consent.
S,B,3125,102,1991,Southern Arizona Water Rights Settlement Amendments Act of 1992,Senate," McCain, John ",R,AZ,0,8/3/92,1,Senate - Indian Affairs,8/6/92,Committee on Indian Affairs. Hearings held. Hearings printed: S.Hrg. 102-942.
S,B,956,102,1991,International Cooperation Act of 1991,Senate," Pell, Claiborne ",D,RI,0,4/25/91,0,Senate - Foreign Relations,4/25/91,Read twice and referred to the Committee on Foreign Relations.
S,B,3219,101,1989,A bill to mandate a study of the effectiveness of the National Drug Strategy and to provide for an accounting of funds devoted to its implementation.,Senate," Moynihan, Daniel Patrick ",D,NY,0,10/18/90,0,Senate - Governmental Affairs,10/18/90,Read twice and referred to the Committee on Governmental Affairs.
S,B,1956,101,1989,Citizens Drug Control Contributions Act of 1989,Senate," D'Amato, Alfonse ",R,NY,0,11/21/89,14,Senate - Finance,11/21/89,Read twice and referred to the Committee on Finance.
S,B,1874,101,1989,Infectious Disease Control Act of 1989,Senate," Kassebaum, Nancy Landon ",R,KS,0,11/14/89,1,Senate - Labor and Human Resources,11/14/89,Read twice and referred to the Committee on Labor and Human Resources.
S,B,1233,101,1989,Comprehensive Community Substance Abuse Prevention Act of 1989,Senate," Cranston, Alan ",D,CA,0,6/22/89,0,Senate - Labor and Human Resources,6/22/89,Read twice and referred to the Committee on Labor and Human Resources.
